customer_id,age,age_group,job,marital,education,default,housing,loan,has_unknown_value
489,45,36-45,housemaid,married,professional.course,unknown,no,no,True
490,56,55+,technician,married,unknown,no,yes,no,True
491,34,26-35,technician,married,university.degree,no,yes,no,False
492,41,36-45,unemployed,married,basic.9y,unknown,no,no,True
493,41,36-45,services,married,basic.9y,no,no,no,False
494,36,36-45,blue-collar,married,basic.9y,unknown,no,no,True
495,32,26-35,admin.,single,university.degree,unknown,unknown,unknown,True
496,31,26-35,services,married,high.school,unknown,unknown,unknown,True
497,38,36-45,technician,married,professional.course,no,yes,no,False
498,35,26-35,admin.,divorced,university.degree,unknown,yes,no,True
499,53,46-55,admin.,married,professional.course,no,yes,no,False
500,51,46-55,admin.,married,basic.6y,unknown,yes,no,True
501,56,55+,entrepreneur,married,university.degree,unknown,no,no,True
502,33,26-35,admin.,married,basic.9y,no,unknown,unknown,True
503,33,26-35,admin.,married,basic.9y,no,no,no,False
504,51,46-55,services,divorced,high.school,unknown,yes,no,True
505,39,36-45,services,married,high.school,unknown,yes,no,True
506,45,36-45,entrepreneur,married,university.degree,no,no,no,False
507,40,36-45,technician,single,university.degree,no,no,no,False
508,60,55+,unknown,single,unknown,unknown,yes,no,True
509,33,26-35,technician,married,university.degree,no,yes,no,False
510,47,46-55,blue-collar,married,high.school,unknown,yes,no,True
511,48,46-55,blue-collar,married,basic.4y,no,no,no,False
512,43,36-45,entrepreneur,married,high.school,no,no,no,False
513,37,36-45,management,married,university.degree,no,yes,no,False
514,50,46-55,services,married,basic.9y,no,yes,yes,False
515,59,55+,entrepreneur,married,high.school,no,yes,no,False
516,32,26-35,technician,married,unknown,unknown,yes,no,True
517,42,36-45,housemaid,single,basic.4y,unknown,yes,no,True
518,52,46-55,blue-collar,married,basic.4y,no,no,no,False
519,42,36-45,blue-collar,married,unknown,unknown,no,no,True
520,42,36-45,admin.,married,unknown,no,no,no,True
521,40,36-45,management,married,basic.9y,unknown,unknown,unknown,True
522,38,36-45,blue-collar,married,basic.9y,no,no,no,False
523,39,36-45,blue-collar,married,basic.6y,no,yes,no,False
524,39,36-45,blue-collar,married,basic.6y,no,no,no,False
525,38,36-45,admin.,married,high.school,no,no,no,False
526,47,46-55,admin.,single,unknown,unknown,yes,no,True
527,30,26-35,services,single,high.school,no,no,no,False
528,38,36-45,admin.,divorced,high.school,no,yes,yes,False
529,39,36-45,technician,divorced,university.degree,no,no,no,False
530,44,36-45,admin.,married,high.school,no,no,no,False
531,36,36-45,admin.,married,high.school,no,no,no,False
532,41,36-45,services,married,high.school,unknown,yes,yes,True
533,41,36-45,blue-collar,married,basic.6y,no,no,no,False
534,35,26-35,blue-collar,married,basic.9y,no,no,no,False
535,41,36-45,technician,married,high.school,no,no,no,False
536,36,36-45,services,married,high.school,unknown,no,no,True
537,35,26-35,admin.,single,high.school,no,yes,yes,False
538,33,26-35,blue-collar,single,basic.4y,unknown,no,no,True
539,38,36-45,admin.,single,basic.6y,unknown,no,no,True
540,33,26-35,self-employed,married,university.degree,no,no,no,False
541,55,46-55,self-employed,married,unknown,unknown,no,no,True
542,36,36-45,blue-collar,single,basic.9y,unknown,no,no,True
543,57,55+,technician,married,professional.course,unknown,no,yes,True
544,32,26-35,entrepreneur,single,university.degree,no,yes,no,False
545,30,26-35,self-employed,single,high.school,no,yes,no,False
546,43,36-45,admin.,married,professional.course,no,yes,yes,False
547,46,46-55,admin.,married,university.degree,no,no,no,False
548,35,26-35,admin.,divorced,high.school,no,no,yes,False
549,34,26-35,admin.,single,university.degree,no,yes,yes,False
550,50,46-55,blue-collar,married,basic.4y,unknown,unknown,unknown,True
551,39,36-45,admin.,single,university.degree,no,no,no,False
552,39,36-45,blue-collar,married,basic.9y,unknown,no,no,True
553,42,36-45,entrepreneur,married,basic.6y,no,no,no,False
554,57,55+,retired,married,university.degree,no,yes,no,False
555,45,36-45,blue-collar,married,basic.4y,unknown,no,no,True
556,40,36-45,technician,married,basic.4y,no,no,yes,False
557,42,36-45,blue-collar,married,high.school,no,no,yes,False
558,40,36-45,technician,married,basic.4y,no,no,no,False
559,38,36-45,blue-collar,single,basic.4y,unknown,no,no,True
560,39,36-45,blue-collar,married,basic.6y,unknown,yes,yes,True
561,41,36-45,blue-collar,married,basic.4y,no,no,no,False
562,39,36-45,blue-collar,married,basic.6y,unknown,yes,no,True
563,41,36-45,blue-collar,married,basic.4y,no,yes,yes,False
564,45,36-45,admin.,married,university.degree,unknown,no,no,True
565,35,26-35,admin.,divorced,university.degree,no,unknown,unknown,True
566,35,26-35,admin.,married,basic.6y,no,yes,no,False
567,49,46-55,blue-collar,married,high.school,unknown,no,no,True
568,36,36-45,technician,married,unknown,no,no,no,True
569,23,18-25,admin.,single,university.degree,no,no,no,False
570,43,36-45,unemployed,married,university.degree,unknown,unknown,unknown,True
571,49,46-55,entrepreneur,married,professional.course,no,unknown,unknown,True
572,36,36-45,technician,married,professional.course,no,unknown,unknown,True
573,51,46-55,blue-collar,married,basic.9y,unknown,yes,no,True
574,56,55+,retired,married,basic.4y,unknown,yes,yes,True
575,45,36-45,housemaid,married,high.school,no,no,no,False
576,42,36-45,admin.,married,high.school,no,no,no,False
577,41,36-45,admin.,divorced,high.school,no,no,no,False
578,32,26-35,services,married,high.school,unknown,no,yes,True
579,46,46-55,management,married,university.degree,no,no,no,False
580,37,36-45,blue-collar,married,unknown,no,no,no,True
581,53,46-55,management,married,university.degree,unknown,no,no,True
582,30,26-35,blue-collar,married,basic.4y,no,no,no,False
583,45,36-45,unknown,married,unknown,unknown,no,no,True
584,24,18-25,technician,single,professional.course,no,no,yes,False
585,45,36-45,unknown,married,unknown,unknown,no,no,True
586,34,26-35,admin.,single,university.degree,no,no,yes,False
587,41,36-45,management,married,university.degree,unknown,no,no,True
588,59,55+,blue-collar,married,basic.4y,no,yes,no,False
589,45,36-45,blue-collar,married,basic.4y,unknown,no,no,True
590,54,46-55,blue-collar,married,basic.6y,unknown,no,no,True
591,32,26-35,technician,married,professional.course,no,no,no,False
592,33,26-35,technician,married,professional.course,no,yes,no,False
593,32,26-35,admin.,married,university.degree,no,no,no,False
594,34,26-35,services,single,high.school,no,unknown,unknown,True
595,46,46-55,management,married,university.degree,no,no,no,False
596,57,55+,technician,married,professional.course,no,yes,no,False
597,42,36-45,technician,married,basic.9y,no,no,no,False
598,48,46-55,admin.,married,professional.course,no,yes,no,False
599,58,55+,admin.,divorced,university.degree,unknown,yes,no,True
600,34,26-35,services,married,high.school,no,no,no,False
601,32,26-35,admin.,single,university.degree,no,yes,yes,False
602,48,46-55,blue-collar,married,basic.9y,no,no,no,False
603,47,46-55,blue-collar,married,basic.9y,no,no,no,False
604,31,26-35,services,married,high.school,unknown,no,no,True
605,32,26-35,admin.,single,university.degree,no,yes,no,False
606,32,26-35,admin.,single,university.degree,no,no,no,False
607,36,36-45,services,married,high.school,no,no,no,False
608,53,46-55,blue-collar,married,basic.4y,unknown,no,yes,True
609,37,36-45,blue-collar,married,basic.9y,unknown,no,no,True
610,50,46-55,services,married,high.school,no,no,no,False
611,46,46-55,blue-collar,married,basic.6y,no,yes,no,False
612,41,36-45,admin.,married,high.school,no,no,no,False
613,43,36-45,blue-collar,single,basic.4y,no,no,no,False
614,51,46-55,management,married,university.degree,no,yes,no,False
615,38,36-45,admin.,married,university.degree,no,yes,no,False
616,41,36-45,technician,married,basic.6y,no,yes,no,False
617,39,36-45,services,married,high.school,unknown,no,no,True
618,52,46-55,blue-collar,married,basic.4y,no,no,no,False
619,37,36-45,technician,married,professional.course,no,yes,no,False
620,41,36-45,admin.,married,basic.9y,no,yes,no,False
621,46,46-55,admin.,divorced,university.degree,no,yes,yes,False
622,47,46-55,technician,married,professional.course,no,no,no,False
623,35,26-35,technician,married,professional.course,no,no,no,False
624,38,36-45,services,married,high.school,unknown,no,no,True
625,30,26-35,blue-collar,single,unknown,no,yes,yes,True
626,46,46-55,blue-collar,married,basic.9y,no,yes,no,False
627,30,26-35,technician,married,professional.course,no,no,no,False
628,35,26-35,services,single,basic.4y,no,no,no,False
629,58,55+,admin.,married,unknown,unknown,yes,no,True
630,40,36-45,technician,married,professional.course,no,no,no,False
631,34,26-35,technician,married,university.degree,no,no,no,False
632,30,26-35,admin.,single,university.degree,no,no,no,False
633,38,36-45,services,married,basic.6y,no,no,no,False
634,55,46-55,management,single,basic.4y,no,no,no,False
635,55,46-55,management,married,university.degree,unknown,yes,no,True
636,45,36-45,technician,single,professional.course,no,yes,no,False
637,36,36-45,admin.,married,university.degree,no,yes,yes,False
638,32,26-35,admin.,single,university.degree,no,no,no,False
639,35,26-35,technician,married,unknown,unknown,yes,no,True
640,55,46-55,management,divorced,university.degree,no,yes,no,False
641,49,46-55,housemaid,married,basic.4y,unknown,unknown,unknown,True
642,29,26-35,admin.,married,high.school,no,yes,no,False
643,34,26-35,blue-collar,married,basic.4y,no,yes,no,False
644,54,46-55,retired,married,high.school,unknown,yes,no,True
645,36,36-45,technician,single,professional.course,no,no,no,False
646,30,26-35,management,single,university.degree,no,yes,no,False
647,33,26-35,housemaid,divorced,university.degree,no,no,no,False
648,37,36-45,blue-collar,married,high.school,no,no,no,False
649,36,36-45,technician,married,basic.9y,unknown,yes,no,True
650,33,26-35,blue-collar,married,high.school,no,no,no,False
651,32,26-35,housemaid,married,high.school,no,yes,no,False
652,32,26-35,housemaid,married,high.school,no,no,no,False
653,50,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
654,39,36-45,blue-collar,married,basic.9y,no,no,yes,False
655,51,46-55,blue-collar,divorced,unknown,unknown,yes,yes,True
656,33,26-35,services,married,high.school,no,no,no,False
657,33,26-35,services,married,basic.4y,no,no,no,False
658,56,55+,management,married,university.degree,unknown,no,yes,True
659,39,36-45,management,divorced,university.degree,unknown,yes,no,True
660,33,26-35,self-employed,single,university.degree,no,no,no,False
661,59,55+,retired,divorced,basic.4y,unknown,no,no,True
662,42,36-45,admin.,single,unknown,no,yes,no,True
663,43,36-45,services,married,high.school,no,no,yes,False
664,35,26-35,admin.,married,university.degree,no,unknown,unknown,True
665,46,46-55,blue-collar,married,basic.6y,unknown,yes,no,True
666,27,26-35,technician,married,basic.9y,no,no,yes,False
667,47,46-55,admin.,divorced,university.degree,no,yes,no,False
668,31,26-35,admin.,single,university.degree,no,no,no,False
669,32,26-35,blue-collar,married,basic.9y,no,yes,no,False
670,54,46-55,admin.,married,high.school,no,no,no,False
671,56,55+,management,married,university.degree,unknown,no,no,True
672,48,46-55,services,single,high.school,unknown,yes,no,True
673,44,36-45,admin.,married,high.school,no,yes,no,False
674,46,46-55,admin.,married,high.school,no,no,yes,False
675,45,36-45,services,married,high.school,no,yes,no,False
676,43,36-45,admin.,married,professional.course,no,no,yes,False
677,40,36-45,admin.,single,high.school,unknown,no,no,True
678,56,55+,management,married,university.degree,no,yes,no,False
679,47,46-55,entrepreneur,married,professional.course,no,no,no,False
680,39,36-45,management,divorced,university.degree,unknown,yes,no,True
681,48,46-55,technician,married,basic.4y,unknown,no,no,True
682,45,36-45,housemaid,married,professional.course,unknown,yes,no,True
683,36,36-45,self-employed,married,university.degree,no,no,no,False
684,49,46-55,management,married,professional.course,unknown,yes,no,True
685,46,46-55,services,married,high.school,no,no,no,False
686,38,36-45,blue-collar,married,basic.9y,no,yes,no,False
687,50,46-55,housemaid,married,basic.4y,unknown,yes,no,True
688,27,26-35,admin.,single,high.school,no,yes,no,False
689,40,36-45,technician,married,professional.course,unknown,yes,no,True
690,46,46-55,management,married,university.degree,no,yes,no,False
691,40,36-45,admin.,divorced,university.degree,no,yes,no,False
692,33,26-35,management,single,university.degree,no,no,no,False
693,54,46-55,retired,married,high.school,no,yes,no,False
694,52,46-55,blue-collar,married,basic.4y,unknown,yes,no,True
695,53,46-55,admin.,married,university.degree,unknown,yes,no,True
696,49,46-55,services,married,high.school,unknown,no,no,True
697,42,36-45,blue-collar,married,basic.4y,unknown,no,no,True
698,49,46-55,housemaid,married,basic.4y,no,no,no,False
699,40,36-45,entrepreneur,married,basic.9y,no,no,no,False
700,59,55+,admin.,married,university.degree,unknown,no,no,True
701,51,46-55,self-employed,married,basic.9y,no,yes,no,False
702,57,55+,housemaid,married,basic.6y,unknown,yes,no,True
703,38,36-45,self-employed,divorced,basic.9y,no,yes,no,False
704,52,46-55,self-employed,married,university.degree,no,no,no,False
705,26,26-35,unemployed,single,basic.9y,no,yes,no,False
706,35,26-35,admin.,married,university.degree,no,yes,yes,False
707,51,46-55,admin.,married,university.degree,no,no,no,False
708,43,36-45,blue-collar,married,basic.4y,unknown,yes,yes,True
709,42,36-45,admin.,married,high.school,unknown,yes,no,True
710,60,55+,retired,divorced,university.degree,unknown,yes,no,True
711,36,36-45,blue-collar,married,basic.9y,no,yes,no,False
712,57,55+,management,married,university.degree,unknown,no,no,True
713,35,26-35,student,single,university.degree,unknown,no,no,True
714,30,26-35,admin.,married,university.degree,no,no,no,False
715,43,36-45,services,married,high.school,no,no,no,False
716,40,36-45,technician,married,basic.9y,no,no,no,False
717,45,36-45,technician,married,university.degree,no,no,no,False
718,56,55+,retired,married,high.school,no,no,no,False
719,46,46-55,services,married,basic.6y,no,no,no,False
720,41,36-45,blue-collar,married,basic.4y,no,yes,no,False
721,42,36-45,admin.,married,university.degree,no,yes,no,False
722,56,55+,blue-collar,married,basic.4y,no,no,no,False
723,43,36-45,entrepreneur,married,basic.4y,no,yes,no,False
724,34,26-35,blue-collar,married,basic.4y,no,no,no,False
725,38,36-45,services,married,high.school,no,yes,no,False
726,40,36-45,technician,married,basic.9y,no,no,no,False
727,38,36-45,admin.,married,high.school,no,no,no,False
728,48,46-55,entrepreneur,married,university.degree,no,yes,no,False
729,27,26-35,blue-collar,married,basic.9y,unknown,yes,no,True
730,24,18-25,technician,single,professional.course,no,no,no,False
